Sum of age,Sum of campaign,Sum of cons.conf.idx,Sum of cons.price.idx,contact,day_of_week,default,Sum of duration,education,Sum of emp.var.rate,Sum of euribor3m,housing,job,loan,marital,month,Sum of nr.employed,Sum of pdays,poutcome,Sum of previous,y
45,1,-36.1,93.444,cellular,fri,unknown,994,basic.4y,1.4,4.966,yes,blue-collar,no,married,aug,5228,999,nonexistent,0,yes
349,17,-298.9,657.426,cellular,fri,unknown,1370,basic.4y,9.8,34.72,yes,blue-collar,no,married,jul,36596,6993,nonexistent,0,no
52,1,-42.7,93.918,cellular,fri,unknown,2015,basic.4y,1.4,4.962,yes,blue-collar,no,married,jul,5228,999,nonexistent,0,yes
85,5,-92.4,185.786,cellular,fri,unknown,221,basic.4y,-3.6,2.5629999999999997,yes,blue-collar,no,married,may,10198,1998,failure,2,no
162,8,-184.8,371.572,cellular,fri,unknown,1591,basic.4y,-7.2,5.1259999999999994,yes,blue-collar,no,married,may,20396,3996,nonexistent,0,no
34,5,-46.2,92.893,cellular,fri,unknown,285,basic.4y,-1.8,1.25,yes,blue-collar,no,married,may,5099,999,nonexistent,0,yes
22,1,-42.7,93.918,cellular,fri,unknown,25,basic.4y,1.4,4.957,yes,blue-collar,no,single,jul,5228,999,nonexistent,0,no
58,3,-92.4,185.786,cellular,fri,unknown,665,basic.4y,-3.6,2.626,yes,blue-collar,no,single,may,10198,1998,failure,2,no
60,2,-92.4,185.786,cellular,fri,unknown,279,basic.4y,-3.6,2.5629999999999997,yes,blue-collar,no,single,may,10198,1998,nonexistent,0,no
51,1,-36.1,93.444,cellular,fri,unknown,129,basic.4y,1.4,4.966,yes,blue-collar,yes,married,aug,5228,999,nonexistent,0,no
156,6,-128.10000000000002,281.754,cellular,fri,unknown,876,basic.4y,4.199999999999999,14.888,yes,blue-collar,yes,married,jul,15684,2997,nonexistent,0,no
101,2,-84,186.4,cellular,fri,unknown,151,basic.4y,-0.2,8.042,yes,blue-collar,yes,married,nov,10392,1998,nonexistent,0,no
53,1,-36.1,93.444,cellular,fri,unknown,150,basic.4y,1.4,4.963,yes,entrepreneur,no,married,aug,5228,999,nonexistent,0,no
45,2,-42.7,93.918,cellular,fri,unknown,183,basic.4y,1.4,4.957,yes,housemaid,no,divorced,jul,5228,999,nonexistent,0,no
51,2,-42.7,93.918,cellular,fri,unknown,135,basic.4y,1.4,4.962,yes,housemaid,no,married,jul,5228,999,nonexistent,0,no
57,5,-46.2,92.893,cellular,fri,unknown,10,basic.4y,-1.8,1.25,yes,management,no,married,may,5099,999,failure,1,no
84,4,-49.5,94.601,cellular,fri,unknown,106,basic.4y,-1.1,0.993,yes,retired,no,divorced,oct,4964,999,nonexistent,0,no
60,2,-47.1,93.075,cellular,fri,unknown,314,basic.4y,-1.8,1.405,yes,retired,no,married,apr,5099,999,nonexistent,0,yes
119,4,-72.2,186.888,cellular,fri,unknown,247,basic.4y,2.8,9.928,yes,retired,no,married,aug,10456,1998,nonexistent,0,no
107,4,-85.4,187.836,cellular,fri,unknown,541,basic.4y,2.8,9.919,yes,retired,no,married,jul,10456,1998,nonexistent,0,no
40,2,-42.7,93.918,cellular,fri,unknown,1689,basic.4y,1.4,4.963,yes,retired,no,married,jul,5228,999,nonexistent,0,yes
60,1,-26.9,92.431,cellular,fri,unknown,59,basic.4y,-3.4,0.72,yes,retired,no,married,oct,5018,999,nonexistent,0,no
98,2,-26.9,92.431,cellular,fri,unknown,272,basic.4y,-3.4,0.73,yes,retired,no,married,oct,5018,999,nonexistent,0,yes
98,1,-26.9,92.431,cellular,fri,unknown,476,basic.4y,-3.4,0.73,yes,retired,no,married,oct,5018,2,success,2,yes
55,1,-42.7,93.918,cellular,fri,unknown,258,basic.4y,1.4,4.962,yes,retired,yes,married,jul,5228,999,nonexistent,0,no
42,3,-40,93.876,cellular,fri,unknown,116,basic.4y,-1.8,0.682,yes,retired,yes,single,may,5009,999,nonexistent,0,no
34,3,-47.1,93.075,cellular,fri,unknown,236,basic.4y,-1.8,1.405,yes,self-employed,no,married,apr,5099,999,nonexistent,0,no
42,3,-42.7,93.918,cellular,fri,unknown,126,basic.4y,1.4,4.962,yes,self-employed,no,married,jul,5228,999,nonexistent,0,no
107,6,-72.2,186.888,cellular,fri,unknown,239,basic.4y,2.8,9.928,yes,services,no,married,aug,10456,1998,nonexistent,0,no
40,1,-46.2,92.893,cellular,fri,unknown,85,basic.4y,-1.8,1.313,yes,services,no,married,may,5099,999,failure,2,no
40,1,-46.2,92.893,cellular,fri,unknown,237,basic.4y,-1.8,1.313,yes,services,no,married,may,5099,999,nonexistent,0,no
56,4,-42,93.2,cellular,fri,unknown,39,basic.4y,-0.1,4.021,yes,services,no,married,nov,5196,999,failure,1,no
52,8,-42,93.2,cellular,fri,unknown,23,basic.4y,-0.1,4.021,yes,services,yes,divorced,nov,5196,999,nonexistent,0,no
56,1,-42,93.2,cellular,fri,unknown,119,basic.4y,-0.1,4.021,yes,services,yes,married,nov,5196,999,failure,1,no
50,1,-47.1,93.075,cellular,fri,unknown,71,basic.4y,-1.8,1.405,yes,unemployed,no,married,apr,5099,999,nonexistent,0,no
53,1,-47.1,93.075,cellular,fri,unknown,351,basic.6y,-1.8,1.405,no,admin.,yes,single,apr,5099,999,nonexistent,0,no
44,7,-42.7,93.918,cellular,fri,unknown,580,basic.6y,1.4,4.957,no,blue-collar,no,divorced,jul,5228,999,nonexistent,0,no
48,1,-47.1,93.075,cellular,fri,unknown,576,basic.6y,-1.8,1.405,no,blue-collar,no,married,apr,5099,999,failure,1,no
134,6,-141.3,279.225,cellular,fri,unknown,1249,basic.6y,-5.4,4.215,no,blue-collar,no,married,apr,15297,2997,nonexistent,0,no
101,4,-72.2,186.888,cellular,fri,unknown,154,basic.6y,2.8,9.93,no,blue-collar,no,married,aug,10456,1998,nonexistent,0,no
134,6,-128.10000000000002,281.754,cellular,fri,unknown,991,basic.6y,4.199999999999999,14.882000000000001,no,blue-collar,no,married,jul,15684,2997,nonexistent,0,no
110,3,-138.60000000000002,278.679,cellular,fri,unknown,336,basic.6y,-5.4,3.876,no,blue-collar,no,married,may,15297,2997,failure,3,no
203,13,-231,464.46500000000003,cellular,fri,unknown,541,basic.6y,-9,6.502,no,blue-collar,no,married,may,25495,4995,nonexistent,0,no
35,1,-46.2,92.893,cellular,fri,unknown,813,basic.6y,-1.8,1.313,no,blue-collar,no,married,may,5099,999,nonexistent,0,yes
40,1,-47.1,93.075,cellular,fri,unknown,139,basic.6y,-1.8,1.405,no,blue-collar,no,single,apr,5099,999,failure,1,no
40,1,-47.1,93.075,cellular,fri,unknown,289,basic.6y,-1.8,1.405,no,blue-collar,no,single,apr,5099,999,nonexistent,0,no
41,2,-46.2,92.893,cellular,fri,unknown,103,basic.6y,-1.8,1.313,no,blue-collar,no,single,may,5099,999,failure,1,no
111,8,-138.60000000000002,278.679,cellular,fri,unknown,269,basic.6y,-5.4,3.876,no,blue-collar,no,single,may,15297,2997,nonexistent,0,no
40,2,-47.1,93.075,cellular,fri,unknown,266,basic.6y,-1.8,1.405,no,blue-collar,yes,single,apr,5099,999,nonexistent,0,no
33,2,-42.7,93.918,cellular,fri,unknown,184,basic.6y,1.4,4.963,no,blue-collar,yes,single,jul,5228,999,nonexistent,0,no
102,5,-85.4,187.836,cellular,fri,unknown,331,basic.6y,2.8,9.924,no,entrepreneur,no,married,jul,10456,1998,nonexistent,0,no
48,8,-36.1,93.444,cellular,fri,unknown,71,basic.6y,1.4,4.966,no,housemaid,no,married,aug,5228,999,nonexistent,0,no
55,1,-46.2,92.893,cellular,fri,unknown,87,basic.6y,-1.8,1.25,no,management,yes,married,may,5099,999,nonexistent,0,no
57,2,-47.1,93.075,cellular,fri,unknown,203,basic.6y,-1.8,1.405,no,retired,no,married,apr,5099,999,failure,1,no
120,2,-85.4,187.836,cellular,fri,unknown,230,basic.6y,2.8,9.924,no,retired,no,married,jul,10456,1998,nonexistent,0,no
45,1,-46.2,92.893,cellular,fri,unknown,102,basic.6y,-1.8,1.25,no,retired,yes,married,may,5099,999,failure,1,no
48,1,-36.1,93.444,cellular,fri,unknown,164,basic.6y,1.4,4.963,no,services,no,married,aug,5228,999,nonexistent,0,no
36,1,-42,93.2,cellular,fri,unknown,1022,basic.6y,-0.1,4.021,no,services,no,married,nov,5196,999,nonexistent,0,yes
54,1,-46.2,92.893,cellular,fri,unknown,984,basic.6y,-1.8,1.25,no,services,no,single,may,5099,999,failure,1,no
47,1,-46.2,92.893,cellular,fri,unknown,307,basic.6y,-1.8,1.313,no,services,yes,single,may,5099,999,nonexistent,0,no
37,2,-42.7,93.918,cellular,fri,unknown,130,basic.6y,1.4,4.962,no,technician,no,married,jul,5228,999,nonexistent,0,no
40,3,-42.7,93.918,cellular,fri,unknown,138,basic.6y,1.4,4.959,unknown,blue-collar,unknown,divorced,jul,5228,999,nonexistent,0,no
40,2,-47.1,93.075,cellular,fri,unknown,2926,basic.6y,-1.8,1.405,unknown,housemaid,unknown,married,apr,5099,999,nonexistent,0,yes
36,1,-47.1,93.075,cellular,fri,unknown,235,basic.6y,-1.8,1.405,yes,blue-collar,no,divorced,apr,5099,999,nonexistent,0,no
43,4,-47.1,93.075,cellular,fri,unknown,19,basic.6y,-1.8,1.405,yes,blue-collar,no,married,apr,5099,999,nonexistent,0,no
50,5,-36.1,93.444,cellular,fri,unknown,118,basic.6y,1.4,4.964,yes,blue-collar,no,married,aug,5228,999,nonexistent,0,no
101,7,-128.10000000000002,281.754,cellular,fri,unknown,249,basic.6y,4.199999999999999,14.876999999999999,yes,blue-collar,no,married,jul,15684,2997,nonexistent,0,no
30,2,-42.7,93.918,cellular,fri,unknown,474,basic.6y,1.4,4.957,yes,blue-collar,no,married,jul,5228,999,nonexistent,0,yes
106,7,-138.60000000000002,278.679,cellular,fri,unknown,1293,basic.6y,-5.4,3.939,yes,blue-collar,no,married,may,15297,2997,nonexistent,0,no
40,1,-46.2,92.893,cellular,fri,unknown,1080,basic.6y,-1.8,1.313,yes,blue-collar,no,married,may,5099,999,nonexistent,0,yes
38,1,-42,93.2,cellular,fri,unknown,1055,basic.6y,-0.1,4.021,yes,blue-collar,no,married,nov,5196,999,nonexistent,0,no
40,3,-47.1,93.075,cellular,fri,unknown,155,basic.6y,-1.8,1.405,yes,blue-collar,no,single,apr,5099,999,failure,1,no
79,2,-92.4,185.786,cellular,fri,unknown,1283,basic.6y,-3.6,2.626,yes,blue-collar,no,single,may,10198,1998,failure,2,no
34,4,-46.2,92.893,cellular,fri,unknown,415,basic.6y,-1.8,1.25,yes,blue-collar,no,single,may,5099,999,failure,1,yes
66,6,-92.4,185.786,cellular,fri,unknown,249,basic.6y,-3.6,2.5629999999999997,yes,blue-collar,no,single,may,10198,1998,nonexistent,0,no
47,4,-42.7,93.918,cellular,fri,unknown,138,basic.6y,1.4,4.962,yes,blue-collar,yes,married,jul,5228,999,nonexistent,0,no
33,4,-46.2,92.893,cellular,fri,unknown,306,basic.6y,-1.8,1.25,yes,blue-collar,yes,married,may,5099,999,failure,1,no
38,2,-42,93.2,cellular,fri,unknown,213,basic.6y,-0.1,4.021,yes,blue-collar,yes,married,nov,5196,999,nonexistent,0,no
33,2,-42.7,93.918,cellular,fri,unknown,103,basic.6y,1.4,4.963,yes,blue-collar,yes,single,jul,5228,999,nonexistent,0,no
51,15,-42.7,93.918,cellular,fri,unknown,92,basic.6y,1.4,4.962,yes,entrepreneur,no,married,jul,5228,999,nonexistent,0,no
51,2,-42.7,93.918,cellular,fri,unknown,124,basic.6y,1.4,4.962,yes,entrepreneur,yes,married,jul,5228,999,nonexistent,0,no
72,1,-38.3,94.027,cellular,fri,unknown,137,basic.6y,-1.7,0.905,yes,housemaid,no,married,aug,4992,999,nonexistent,0,no
55,1,-46.2,92.893,cellular,fri,unknown,127,basic.6y,-1.8,1.25,yes,management,no,married,may,5099,999,nonexistent,0,no
48,1,-36.1,93.444,cellular,fri,unknown,131,basic.6y,1.4,4.963,yes,services,no,married,aug,5228,999,nonexistent,0,no
37,1,-46.2,92.893,cellular,fri,unknown,679,basic.6y,-1.8,1.25,yes,services,no,married,may,5099,999,failure,1,yes
38,1,-46.2,92.893,cellular,fri,unknown,119,basic.6y,-1.8,1.25,yes,services,no,married,may,5099,999,nonexistent,0,no
54,1,-46.2,92.893,cellular,fri,unknown,250,basic.6y,-1.8,1.25,yes,services,no,single,may,5099,999,nonexistent,0,no
49,3,-42.7,93.918,cellular,fri,unknown,112,basic.6y,1.4,4.957,yes,services,yes,divorced,jul,5228,999,nonexistent,0,no
58,1,-36.1,93.444,cellular,fri,unknown,131,basic.9y,1.4,4.966,no,admin.,no,married,aug,5228,999,nonexistent,0,no
41,3,-42.7,93.918,cellular,fri,unknown,823,basic.9y,1.4,4.962,no,admin.,no,married,jul,5228,999,nonexistent,0,no
46,2,-46.2,92.893,cellular,fri,unknown,175,basic.9y,-1.8,1.313,no,admin.,no,married,may,5099,999,failure,1,no
51,2,-47.1,93.075,cellular,fri,unknown,541,basic.9y,-1.8,1.405,no,blue-collar,no,married,apr,5099,999,failure,1,no
79,3,-94.2,186.15,cellular,fri,unknown,507,basic.9y,-3.6,2.81,no,blue-collar,no,married,apr,10198,1998,nonexistent,0,no
368,18,-252.7,654.108,cellular,fri,unknown,1668,basic.9y,9.8,34.749,no,blue-collar,no,married,aug,36596,6993,nonexistent,0,no
461,22,-426.99999999999994,939.1800000000001,cellular,fri,unknown,2128,basic.9y,14.000000000000002,49.611999999999995,no,blue-collar,no,married,jul,52280,9990,nonexistent,0,no
63,4,-92.4,185.786,cellular,fri,unknown,596,basic.9y,-3.6,2.626,no,blue-collar,no,married,may,10198,1998,failure,2,no
51,1,-46.2,92.893,cellular,fri,unknown,830,basic.9y,-1.8,1.25,no,blue-collar,no,married,may,5099,999,failure,1,yes
78,6,-92.4,185.786,cellular,fri,unknown,212,basic.9y,-3.6,2.626,no,blue-collar,no,married,may,10198,1998,nonexistent,0,no
51,1,-46.2,92.893,cellular,fri,unknown,956,basic.9y,-1.8,1.25,no,blue-collar,no,married,may,5099,999,nonexistent,0,yes
29,1,-47.1,93.075,cellular,fri,unknown,22,basic.9y,-1.8,1.405,no,blue-collar,no,single,apr,5099,999,failure,2,no
101,4,-128.10000000000002,281.754,cellular,fri,unknown,1563,basic.9y,4.199999999999999,14.876999999999999,no,blue-collar,no,single,jul,15684,2997,nonexistent,0,no
29,2,-46.2,92.893,cellular,fri,unknown,85,basic.9y,-1.8,1.313,no,blue-collar,no,single,may,5099,999,failure,1,no
41,3,-42,93.2,cellular,fri,unknown,643,basic.9y,-0.1,4.021,no,blue-collar,no,single,nov,5196,999,nonexistent,0,no
79,3,-94.2,186.15,cellular,fri,unknown,312,basic.9y,-3.6,2.81,no,blue-collar,yes,married,apr,10198,1998,failure,3,no
126,6,-128.10000000000002,281.754,cellular,fri,unknown,677,basic.9y,4.199999999999999,14.887,no,blue-collar,yes,married,jul,15684,2997,nonexistent,0,no
57,2,-42,93.2,cellular,fri,unknown,150,basic.9y,-0.1,4.021,no,blue-collar,yes,married,nov,5196,999,nonexistent,0,no
56,6,-92.4,185.786,cellular,fri,unknown,155,basic.9y,-3.6,2.5,no,entrepreneur,no,married,may,10198,1998,nonexistent,0,no
53,2,-42.7,93.918,cellular,fri,unknown,333,basic.9y,1.4,4.963,no,management,yes,married,jul,5228,999,nonexistent,0,no
104,3,-85.4,187.836,cellular,fri,unknown,955,basic.9y,2.8,9.922,no,retired,no,married,jul,10456,1998,nonexistent,0,no
59,3,-42.7,93.918,cellular,fri,unknown,1330,basic.9y,1.4,4.962,no,retired,no,married,jul,5228,999,nonexistent,0,yes
33,1,-36.1,93.444,cellular,fri,unknown,116,basic.9y,1.4,4.966,no,self-employed,no,married,aug,5228,999,nonexistent,0,no
71,2,-72.2,186.888,cellular,fri,unknown,2329,basic.9y,2.8,9.93,no,self-employed,no,married,aug,10456,1998,nonexistent,0,yes
179,19,-170.8,375.672,cellular,fri,unknown,1524,basic.9y,5.6,19.833000000000002,no,self-employed,no,married,jul,20912,3996,nonexistent,0,no
30,2,-46.2,92.893,cellular,fri,unknown,73,basic.9y,-1.8,1.313,no,self-employed,no,married,may,5099,999,nonexistent,0,no
48,8,-46.2,92.893,cellular,fri,unknown,18,basic.9y,-1.8,1.25,no,services,no,married,may,5099,999,nonexistent,0,no
56,14,-42.7,93.918,cellular,fri,unknown,188,basic.9y,1.4,4.962,no,technician,no,married,jul,5228,999,nonexistent,0,no
45,1,-42,93.2,cellular,fri,unknown,174,basic.9y,-0.1,4.021,no,technician,no,married,nov,5196,999,nonexistent,0,no
27,7,-42.7,93.918,cellular,fri,unknown,171,basic.9y,1.4,4.957,no,technician,no,single,jul,5228,999,nonexistent,0,no
75,2,-94.2,186.15,cellular,fri,unknown,316,basic.9y,-3.6,2.81,no,unemployed,no,married,apr,10198,1998,failure,2,no
58,1,-47.1,93.075,cellular,fri,unknown,834,basic.9y,-1.8,1.405,no,unemployed,no,married,apr,5099,999,nonexistent,0,no
32,1,-42.7,93.918,cellular,fri,unknown,240,basic.9y,1.4,4.957,unknown,blue-collar,unknown,single,jul,5228,999,nonexistent,0,no
57,2,-42.7,93.918,cellular,fri,unknown,16,basic.9y,1.4,4.963,unknown,retired,unknown,single,jul,5228,999,nonexistent,0,no
55,1,-36.1,93.444,cellular,fri,unknown,42,basic.9y,1.4,4.963,yes,admin.,no,married,aug,5228,999,nonexistent,0,no
41,2,-42.7,93.918,cellular,fri,unknown,471,basic.9y,1.4,4.962,yes,admin.,no,married,jul,5228,999,nonexistent,0,no
42,2,-46.2,92.893,cellular,fri,unknown,98,basic.9y,-1.8,1.25,yes,admin.,no,married,may,5099,999,failure,1,no
43,4,-46.2,92.893,cellular,fri,unknown,59,basic.9y,-1.8,1.25,yes,blue-collar,no,divorced,may,5099,999,nonexistent,0,no
102,2,-94.2,186.15,cellular,fri,unknown,116,basic.9y,-3.6,2.81,yes,blue-collar,no,married,apr,10198,1998,failure,2,no
44,1,-47.1,93.075,cellular,fri,unknown,574,basic.9y,-1.8,1.405,yes,blue-collar,no,married,apr,5099,999,failure,1,yes
129,5,-141.3,279.225,cellular,fri,unknown,1977,basic.9y,-5.4,4.289000000000001,yes,blue-collar,no,married,apr,15297,2997,nonexistent,0,no
525,19,-469.69999999999993,1033.098,cellular,fri,unknown,2706,basic.9y,15.400000000000002,54.58200000000001,yes,blue-collar,no,married,jul,57508,10989,nonexistent,0,no
34,4,-42.7,93.918,cellular,fri,unknown,913,basic.9y,1.4,4.957,yes,blue-collar,no,married,jul,5228,999,nonexistent,0,yes
214,7,-231,464.46500000000003,cellular,fri,unknown,1059,basic.9y,-9,6.439,yes,blue-collar,no,married,may,25495,4995,failure,5,no
296,24,-323.4,650.2510000000001,cellular,fri,unknown,1838,basic.9y,-12.600000000000001,8.876,yes,blue-collar,no,married,may,35693,6993,nonexistent,0,no
33,5,-46.2,92.893,cellular,fri,unknown,730,basic.9y,-1.8,1.25,yes,blue-collar,no,married,may,5099,999,nonexistent,0,yes
57,7,-42,93.2,cellular,fri,unknown,57,basic.9y,-0.1,4.021,yes,blue-collar,no,married,nov,5196,999,failure,1,no
108,3,-84,186.4,cellular,fri,unknown,482,basic.9y,-0.2,8.042,yes,blue-collar,no,married,nov,10392,1998,nonexistent,0,no
44,3,-47.1,93.075,cellular,fri,unknown,225,basic.9y,-1.8,1.405,yes,blue-collar,no,single,apr,5099,999,failure,2,no
89,7,-128.10000000000002,281.754,cellular,fri,unknown,395,basic.9y,4.199999999999999,14.876999999999999,yes,blue-collar,no,single,jul,15684,2997,nonexistent,0,no
66,7,-92.4,185.786,cellular,fri,unknown,275,basic.9y,-3.6,2.5629999999999997,yes,blue-collar,no,single,may,10198,1998,nonexistent,0,no
41,1,-42,93.2,cellular,fri,unknown,299,basic.9y,-0.1,4.021,yes,blue-collar,no,single,nov,5196,999,nonexistent,0,no
43,5,-46.2,92.893,cellular,fri,unknown,25,basic.9y,-1.8,1.25,yes,blue-collar,yes,divorced,may,5099,999,failure,1,no
44,1,-47.1,93.075,cellular,fri,unknown,418,basic.9y,-1.8,1.405,yes,blue-collar,yes,married,apr,5099,999,nonexistent,0,no
85,2,-85.4,187.836,cellular,fri,unknown,280,basic.9y,2.8,9.925,yes,blue-collar,yes,married,jul,10456,1998,nonexistent,0,no
35,1,-46.2,92.893,cellular,fri,unknown,153,basic.9y,-1.8,1.313,yes,blue-collar,yes,married,may,5099,999,failure,1,no
57,2,-42,93.2,cellular,fri,unknown,134,basic.9y,-0.1,4.021,yes,blue-collar,yes,married,nov,5196,999,nonexistent,0,no
37,2,-42.7,93.918,cellular,fri,unknown,658,basic.9y,1.4,4.957,yes,entrepreneur,no,married,jul,5228,999,nonexistent,0,yes
28,2,-46.2,92.893,cellular,fri,unknown,78,basic.9y,-1.8,1.25,yes,entrepreneur,no,married,may,5099,999,nonexistent,0,no
59,1,-42.7,93.918,cellular,fri,unknown,142,basic.9y,1.4,4.957,yes,management,no,married,jul,5228,999,nonexistent,0,no
53,2,-42.7,93.918,cellular,fri,unknown,1041,basic.9y,1.4,4.963,yes,management,yes,married,jul,5228,999,nonexistent,0,yes
114,9,-72.2,186.888,cellular,fri,unknown,216,basic.9y,2.8,9.932,yes,retired,no,married,aug,10456,1998,nonexistent,0,no
155,4,-128.10000000000002,281.754,cellular,fri,unknown,507,basic.9y,4.199999999999999,14.884,yes,retired,no,married,jul,15684,2997,nonexistent,0,no
53,2,-42.7,93.918,cellular,fri,unknown,817,basic.9y,1.4,4.963,yes,retired,no,married,jul,5228,999,nonexistent,0,yes
72,2,-30.1,92.649,cellular,fri,unknown,96,basic.9y,-3.4,0.718,yes,retired,no,married,nov,5018,999,nonexistent,0,no
38,1,-36.1,93.444,cellular,fri,unknown,73,basic.9y,1.4,4.964,yes,self-employed,no,married,aug,5228,999,nonexistent,0,no
41,3,-42.7,93.918,cellular,fri,unknown,909,basic.9y,1.4,4.957,yes,self-employed,no,married,jul,5228,999,nonexistent,0,no
47,1,-42,93.2,cellular,fri,unknown,258,basic.9y,-0.1,4.021,yes,self-employed,no,married,nov,5196,999,failure,1,no
47,1,-42,93.2,cellular,fri,unknown,106,basic.9y,-0.1,4.021,yes,self-employed,no,married,nov,5196,999,nonexistent,0,no
57,1,-47.1,93.075,cellular,fri,unknown,185,basic.9y,-1.8,1.405,yes,services,no,married,apr,5099,999,nonexistent,0,no
52,3,-42,93.2,cellular,fri,unknown,160,basic.9y,-0.1,4.021,yes,services,no,married,nov,5196,999,failure,1,no
31,2,-42,93.2,cellular,fri,unknown,232,basic.9y,-0.1,4.021,yes,services,no,single,nov,5196,999,nonexistent,0,no
26,2,-46.2,92.893,cellular,fri,unknown,682,basic.9y,-1.8,1.313,yes,student,no,single,may,5099,3,success,2,no
33,4,-42.7,93.918,cellular,fri,unknown,436,basic.9y,1.4,4.959,yes,technician,no,married,jul,5228,999,nonexistent,0,no
34,1,-47.1,93.075,cellular,fri,unknown,71,basic.9y,-1.8,1.405,yes,unemployed,no,married,apr,5099,999,failure,1,no
34,3,-47.1,93.075,cellular,fri,unknown,153,basic.9y,-1.8,1.405,yes,unemployed,no,married,apr,5099,999,nonexistent,0,no
52,1,-42.7,93.918,cellular,fri,unknown,67,high.school,1.4,4.963,no,admin.,no,divorced,jul,5228,999,nonexistent,0,no
58,3,-46.2,92.893,cellular,fri,unknown,315,high.school,-1.8,1.25,no,admin.,no,divorced,may,5099,999,failure,1,no
33,6,-47.1,93.075,cellular,fri,unknown,220,high.school,-1.8,1.405,no,admin.,no,married,apr,5099,999,nonexistent,0,no
218,19,-180.5,467.22,cellular,fri,unknown,510,high.school,7,24.827,no,admin.,no,married,aug,26140,4995,nonexistent,0,no
100,9,-128.10000000000002,281.754,cellular,fri,unknown,790,high.school,4.199999999999999,14.883,no,admin.,no,married,jul,15684,2997,nonexistent,0,no
194,11,-231,464.46500000000003,cellular,fri,unknown,852,high.school,-9,6.502,no,admin.,no,married,may,25495,4995,nonexistent,0,no
35,1,-46.2,92.893,cellular,fri,unknown,585,high.school,-1.8,1.25,no,admin.,no,married,may,5099,999,nonexistent,0,yes
29,3,-42.7,93.918,cellular,fri,unknown,487,high.school,1.4,4.963,no,admin.,no,single,jul,5228,999,nonexistent,0,no
47,1,-47.1,93.075,cellular,fri,unknown,517,high.school,-1.8,1.405,no,admin.,yes,married,apr,5099,999,nonexistent,0,no
